# Reference values for the polarised-target bracket, model amp2609 =
# rc_iter1 run C1_with_compass, proton target, pi0, Ebeam 10.6 GeV.
# Structure functions in nb/GeV^2; the bracket in the same units.
# columns:
#   Q2 xB -t eps phi[deg] T L TT LT LTp LTUL TTUL Tp LTpLL
#   B(h=0,L=0) B(h=+1,L=0) B(h=0,L=+1) B(h=+1,L=+1) B(h=+1,L=-1)
# B(0,0) is what the generator computes today; the rest is what it
# should compute once the polarised terms are in.  See polarised.py
# for the formula and for the identity that ties it to the fit.
          3.5           0.4           0.8      0.830999           150       85.8525       7.64904      -38.1354      -4.59188       9.76799       16.1008      -7.69069       56.2753       12.8577       83.3007       85.8891       102.879        130.87       40.9078
          3.5           0.4           0.8      0.830999           180       85.8525       7.64904      -38.1354      -4.59188       9.76799       16.1008      -7.69069       56.2753       12.8577       68.5287       68.5287       68.5287       93.0188       44.0385
          3.5           0.4           0.8      0.830999           210       85.8525       7.64904      -38.1354      -4.59188       9.76799       16.1008      -7.69069       56.2753       12.8577       83.3007       80.7123       63.7225       86.5371       74.8875
          3.5           0.4           0.8      0.830999           240       85.8525       7.64904      -38.1354      -4.59188       9.76799       16.1008      -7.69069       56.2753       12.8577       112.059       107.576       82.2004       105.614       109.537
          3.5           0.4           0.8      0.830999           270       85.8525       7.64904      -38.1354      -4.59188       9.76799       16.1008      -7.69069       56.2753       12.8577       123.899       118.722       95.8122        121.94       115.505
          3.5           0.4           0.8      0.830999           300       85.8525       7.64904      -38.1354      -4.59188       9.76799       16.1008      -7.69069       56.2753       12.8577       104.049       99.5656       85.2595       115.488       83.6433
          3.5           0.4           0.8      0.830999           330       85.8525       7.64904      -38.1354      -4.59188       9.76799       16.1008      -7.69069       56.2753       12.8577       69.4264        66.838       60.9176       95.5351       38.1409
            2           0.2           0.3      0.784634             0       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       98.8484       98.8484       98.8484       172.655       25.0418
            2           0.2           0.3      0.784634            30       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       127.841       132.722       142.468       219.367       46.0773
            2           0.2           0.3      0.784634            60       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       186.268       194.722       218.207       293.793       95.6513
            2           0.2           0.3      0.784634            90       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       216.907        226.67       264.205       334.425       118.915
            2           0.2           0.3      0.784634           120       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       190.768       199.222        240.75       302.988       95.4567
            2           0.2           0.3      0.784634           150       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       135.635       140.517       168.306       222.084       58.9491
            2           0.2           0.3      0.784634           180       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       107.849       107.849       107.849       154.957       60.7397
            2           0.2           0.3      0.784634           210       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       135.635       130.754       102.965       146.981       114.527
            2           0.2           0.3      0.784634           240       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       190.768       182.313       140.785       186.114       178.512
            2           0.2           0.3      0.784634           270       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       216.907       207.145        169.61       220.305       193.984
            2           0.2           0.3      0.784634           300       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       186.268       177.813       154.329       213.006        142.62
            2           0.2           0.3      0.784634           330       152.766       9.38222      -72.3642      -2.68905       16.7933       28.2627      -13.2768       97.5188       22.9618       127.841        122.96       113.214       180.351       65.5684
            5           0.5           1.2      0.765867             0       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       27.1183       27.1183       27.1183        49.252       4.98462
            5           0.5           1.2      0.765867            30       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       34.7556       35.9893       38.2946       61.2163       10.7623
            5           0.5           1.2      0.765867            60       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       50.5758       52.7126       58.4887       81.0959       24.3294
            5           0.5           1.2      0.765867            90       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       60.2493       62.7168       72.1993       93.4736       31.9599
            5           0.5           1.2      0.765867           120       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513        56.139       58.2758       68.9239       88.2043       28.3473
            5           0.5           1.2      0.765867           150       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       44.3913       45.6251       52.8023       69.9619       21.2882
            5           0.5           1.2      0.765867           180       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       38.2447       38.2447       38.2447       53.7249       22.7645
            5           0.5           1.2      0.765867           210       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       44.3913       43.1576       35.9804       50.6726       35.6426
            5           0.5           1.2      0.765867           240       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513        56.139       54.0021       43.3541       58.3608       49.6434
            5           0.5           1.2      0.765867           270       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       60.2493       57.7819       48.2994        64.639       50.9249
            5           0.5           1.2      0.765867           300       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       50.5758       48.4389       42.6628       60.9963       35.8816
            5           0.5           1.2      0.765867           330       43.2386       4.21329      -17.9978      -3.38263       4.12024       7.26598      -3.67272       29.2488       5.55513       34.7556       33.5219       31.2166       51.6709       15.3729
